"","truth","N","ICC","rsr","assumed","estimator","tail_p","quantile","diff"
"9725","ALD","N = 50","I = 0.5","R = 10","DP-Inform","PM","0.1",0.0034,-0.0966
"9726","ALD","N = 50","I = 0.5","R = 10","DP-Inform","PM","0.25",0.0444,-0.2056
"9727","ALD","N = 50","I = 0.5","R = 10","DP-Inform","PM","0.5",0.3386,-0.1614
"9728","ALD","N = 50","I = 0.5","R = 10","DP-Inform","PM","0.75",0.9178,0.1678
"9729","ALD","N = 50","I = 0.5","R = 10","DP-Inform","PM","0.9",0.9648,0.0648
"9730","ALD","N = 50","I = 0.5","R = 10","DP-Inform","PM","0.95",0.974799999999999,0.0248
"9731","ALD","N = 50","I = 0.5","R = 10","DP-Inform","CB","0.05",0.0168,-0.0332
"9732","ALD","N = 50","I = 0.5","R = 10","DP-Inform","CB","0.1",0.0352,-0.0648
"9733","ALD","N = 50","I = 0.5","R = 10","DP-Inform","CB","0.25",0.1492,-0.1008
"9734","ALD","N = 50","I = 0.5","R = 10","DP-Inform","CB","0.5",0.4394,-0.0606
"9735","ALD","N = 50","I = 0.5","R = 10","DP-Inform","CB","0.75",0.8708,0.1208
"9736","ALD","N = 50","I = 0.5","R = 10","DP-Inform","CB","0.9",0.937,0.037
"9737","ALD","N = 50","I = 0.5","R = 10","DP-Inform","CB","0.95",0.951399999999999,0.0014
"9738","ALD","N = 50","I = 0.5","R = 10","DP-Inform","GR","0.05",0.0176,-0.0324
"9739","ALD","N = 50","I = 0.5","R = 10","DP-Inform","GR","0.1",0.0394,-0.0606
"9740","ALD","N = 50","I = 0.5","R = 10","DP-Inform","GR","0.25",0.1454,-0.1046
"9741","ALD","N = 50","I = 0.5","R = 10","DP-Inform","GR","0.5",0.4726,-0.0274
"9742","ALD","N = 50","I = 0.5","R = 10","DP-Inform","GR","0.75",0.8548,0.1048
"9743","ALD","N = 50","I = 0.5","R = 10","DP-Inform","GR","0.9",0.9338,0.0338
"9744","ALD","N = 50","I = 0.5","R = 10","DP-Inform","GR","0.95",0.9516,0.0016
"9745","ALD","N = 50","I = 0.9","R = 1","Gaussian","ML","0.05",0.0368,-0.0132
"9746","ALD","N = 50","I = 0.9","R = 1","Gaussian","ML","0.1",0.0848,-0.0152
"9747","ALD","N = 50","I = 0.9","R = 1","Gaussian","ML","0.25",0.241,-0.009
"9748","ALD","N = 50","I = 0.9","R = 1","Gaussian","ML","0.5",0.4778,-0.0222
"9749","ALD","N = 50","I = 0.9","R = 1","Gaussian","ML","0.75",0.8444,0.0944
"9750","ALD","N = 50","I = 0.9","R = 1","Gaussian","ML","0.9",0.922,0.022
"9751","ALD","N = 50","I = 0.9","R = 1","Gaussian","ML","0.95",0.9386,-0.0114
"9752","ALD","N = 50","I = 0.9","R = 1","Gaussian","PM","0.05",0.0164,-0.0336
"9753","ALD","N = 50","I = 0.9","R = 1","Gaussian","PM","0.1",0.0502,-0.0498
"9754","ALD","N = 50","I = 0.9","R = 1","Gaussian","PM","0.25",0.19,-0.06
"9755","ALD","N = 50","I = 0.9","R = 1","Gaussian","PM","0.5",0.4626,-0.0374
"9756","ALD","N = 50","I = 0.9","R = 1","Gaussian","PM","0.75",0.8608,0.1108
"9757","ALD","N = 50","I = 0.9","R = 1","Gaussian","PM","0.9",0.9358,0.0358
"9758","ALD","N = 50","I = 0.9","R = 1","Gaussian","PM","0.95",0.9484,-0.0016
"9759","ALD","N = 50","I = 0.9","R = 1","Gaussian","CB","0.05",0.0274,-0.0226
"9760","ALD","N = 50","I = 0.9","R = 1","Gaussian","CB","0.1",0.0655999999999999,-0.0344
"9761","ALD","N = 50","I = 0.9","R = 1","Gaussian","CB","0.25",0.214,-0.036
"9762","ALD","N = 50","I = 0.9","R = 1","Gaussian","CB","0.5",0.4694,-0.0306
"9763","ALD","N = 50","I = 0.9","R = 1","Gaussian","CB","0.75",0.8528,0.1028
"9764","ALD","N = 50","I = 0.9","R = 1","Gaussian","CB","0.9",0.9286,0.0286
"9765","ALD","N = 50","I = 0.9","R = 1","Gaussian","CB","0.95",0.9442,-0.0058
"9766","ALD","N = 50","I = 0.9","R = 1","Gaussian","GR","0.05",0.0448,-0.0052
"9767","ALD","N = 50","I = 0.9","R = 1","Gaussian","GR","0.1",0.088,-0.012
"9768","ALD","N = 50","I = 0.9","R = 1","Gaussian","GR","0.25",0.216,-0.034
"9769","ALD","N = 50","I = 0.9","R = 1","Gaussian","GR","0.5",0.4502,-0.0498
"9770","ALD","N = 50","I = 0.9","R = 1","Gaussian","GR","0.75",0.8518,0.1018
"9771","ALD","N = 50","I = 0.9","R = 1","Gaussian","GR","0.9",0.929999999999999,0.03
"9772","ALD","N = 50","I = 0.9","R = 1","Gaussian","GR","0.95",0.9476,-0.0024
"9773","ALD","N = 50","I = 0.9","R = 1","T","ML","0.05",0.0368,-0.0132
"9774","ALD","N = 50","I = 0.9","R = 1","T","ML","0.1",0.0848,-0.0152
"9775","ALD","N = 50","I = 0.9","R = 1","T","ML","0.25",0.241,-0.009
"9776","ALD","N = 50","I = 0.9","R = 1","T","ML","0.5",0.4778,-0.0222
"9777","ALD","N = 50","I = 0.9","R = 1","T","ML","0.75",0.8444,0.0944
"9778","ALD","N = 50","I = 0.9","R = 1","T","ML","0.9",0.922,0.022
"9779","ALD","N = 50","I = 0.9","R = 1","T","ML","0.95",0.9386,-0.0114
"9780","ALD","N = 50","I = 0.9","R = 1","T","PM","0.05",0.0142,-0.0358
"9781","ALD","N = 50","I = 0.9","R = 1","T","PM","0.1",0.043,-0.057
"9782","ALD","N = 50","I = 0.9","R = 1","T","PM","0.25",0.1778,-0.0722
"9783","ALD","N = 50","I = 0.9","R = 1","T","PM","0.5",0.4628,-0.0372
"9784","ALD","N = 50","I = 0.9","R = 1","T","PM","0.75",0.8662,0.1162
"9785","ALD","N = 50","I = 0.9","R = 1","T","PM","0.9",0.9356,0.0356
"9786","ALD","N = 50","I = 0.9","R = 1","T","PM","0.95",0.948,-0.002
"9787","ALD","N = 50","I = 0.9","R = 1","T","CB","0.05",0.0226,-0.0274
"9788","ALD","N = 50","I = 0.9","R = 1","T","CB","0.1",0.0564,-0.0436
"9789","ALD","N = 50","I = 0.9","R = 1","T","CB","0.25",0.2038,-0.0462
"9790","ALD","N = 50","I = 0.9","R = 1","T","CB","0.5",0.4714,-0.0286
"9791","ALD","N = 50","I = 0.9","R = 1","T","CB","0.75",0.859,0.109
"9792","ALD","N = 50","I = 0.9","R = 1","T","CB","0.9",0.93,0.03
"9793","ALD","N = 50","I = 0.9","R = 1","T","CB","0.95",0.944,-0.006
"9794","ALD","N = 50","I = 0.9","R = 1","T","GR","0.05",0.0404,-0.0096
"9795","ALD","N = 50","I = 0.9","R = 1","T","GR","0.1",0.0789999999999999,-0.021
"9796","ALD","N = 50","I = 0.9","R = 1","T","GR","0.25",0.2056,-0.0444
"9797","ALD","N = 50","I = 0.9","R = 1","T","GR","0.5",0.4502,-0.0498
"9798","ALD","N = 50","I = 0.9","R = 1","T","GR","0.75",0.8576,0.1076
"9799","ALD","N = 50","I = 0.9","R = 1","T","GR","0.9",0.9316,0.0316
"9800","ALD","N = 50","I = 0.9","R = 1","T","GR","0.95",0.9472,-0.0028
"9801","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","ML","0.05",0.0368,-0.0132
"9802","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","ML","0.1",0.0848,-0.0152
"9803","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","ML","0.25",0.241,-0.009
"9804","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","ML","0.5",0.4778,-0.0222
"9805","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","ML","0.75",0.8444,0.0944
"9806","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","ML","0.9",0.922,0.022
"9807","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","ML","0.95",0.9386,-0.0114
"9808","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","PM","0.05",0.005,-0.045
"9809","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","PM","0.1",0.018,-0.082
"9810","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","PM","0.25",0.162,-0.088
"9811","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","PM","0.5",0.5054,0.0054
"9812","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","PM","0.75",0.8564,0.1064
"9813","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","PM","0.9",0.9312,0.0312
"9814","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","PM","0.95",0.946,-0.004
"9815","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","CB","0.05",0.0086,-0.0414
"9816","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","CB","0.1",0.0262,-0.0738
"9817","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","CB","0.25",0.1944,-0.0556
"9818","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","CB","0.5",0.5112,0.0112
"9819","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","CB","0.75",0.8486,0.0986
"9820","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","CB","0.9",0.925,0.025
"9821","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","CB","0.95",0.9406,-0.0094
"9822","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","GR","0.05",0.0202,-0.0298
"9823","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","GR","0.1",0.0484,-0.0516
"9824","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","GR","0.25",0.2026,-0.0474
"9825","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","GR","0.5",0.4954,-0.0046
"9826","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","GR","0.75",0.8496,0.0996
"9827","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","GR","0.9",0.926799999999999,0.0268
"9828","ALD","N = 50","I = 0.9","R = 1","DP-diffuse","GR","0.95",0.944,-0.006
"9829","ALD","N = 50","I = 0.9","R = 1","DP-Inform","ML","0.05",0.0368,-0.0132
"9830","ALD","N = 50","I = 0.9","R = 1","DP-Inform","ML","0.1",0.0848,-0.0152
"9831","ALD","N = 50","I = 0.9","R = 1","DP-Inform","ML","0.25",0.241,-0.009
"9832","ALD","N = 50","I = 0.9","R = 1","DP-Inform","ML","0.5",0.4778,-0.0222
"9833","ALD","N = 50","I = 0.9","R = 1","DP-Inform","ML","0.75",0.8444,0.0944
"9834","ALD","N = 50","I = 0.9","R = 1","DP-Inform","ML","0.9",0.922,0.022
"9835","ALD","N = 50","I = 0.9","R = 1","DP-Inform","ML","0.95",0.9386,-0.0114
"9836","ALD","N = 50","I = 0.9","R = 1","DP-Inform","PM","0.05",0.0016,-0.0484
"9837","ALD","N = 50","I = 0.9","R = 1","DP-Inform","PM","0.1",0.0066,-0.0934
"9838","ALD","N = 50","I = 0.9","R = 1","DP-Inform","PM","0.25",0.1308,-0.1192
"9839","ALD","N = 50","I = 0.9","R = 1","DP-Inform","PM","0.5",0.5244,0.0244
"9840","ALD","N = 50","I = 0.9","R = 1","DP-Inform","PM","0.75",0.858,0.108
"9841","ALD","N = 50","I = 0.9","R = 1","DP-Inform","PM","0.9",0.931,0.031
"9842","ALD","N = 50","I = 0.9","R = 1","DP-Inform","PM","0.95",0.9452,-0.0048
"9843","ALD","N = 50","I = 0.9","R = 1","DP-Inform","CB","0.05",0.0022,-0.0478
"9844","ALD","N = 50","I = 0.9","R = 1","DP-Inform","CB","0.1",0.011,-0.089
"9845","ALD","N = 50","I = 0.9","R = 1","DP-Inform","CB","0.25",0.1746,-0.0754
"9846","ALD","N = 50","I = 0.9","R = 1","DP-Inform","CB","0.5",0.5332,0.0332
"9847","ALD","N = 50","I = 0.9","R = 1","DP-Inform","CB","0.75",0.8504,0.1004
"9848","ALD","N = 50","I = 0.9","R = 1","DP-Inform","CB","0.9",0.9242,0.0242
"9849","ALD","N = 50","I = 0.9","R = 1","DP-Inform","CB","0.95",0.9406,-0.0094
"9850","ALD","N = 50","I = 0.9","R = 1","DP-Inform","GR","0.05",0.0078,-0.0422
"9851","ALD","N = 50","I = 0.9","R = 1","DP-Inform","GR","0.1",0.0256,-0.0744
"9852","ALD","N = 50","I = 0.9","R = 1","DP-Inform","GR","0.25",0.1896,-0.0604
"9853","ALD","N = 50","I = 0.9","R = 1","DP-Inform","GR","0.5",0.5152,0.0152
"9854","ALD","N = 50","I = 0.9","R = 1","DP-Inform","GR","0.75",0.8512,0.1012
"9855","ALD","N = 50","I = 0.9","R = 1","DP-Inform","GR","0.9",0.9258,0.0258
"9856","ALD","N = 50","I = 0.9","R = 1","DP-Inform","GR","0.95",0.9438,-0.0062
"9857","ALD","N = 50","I = 0.9","R = 5","Gaussian","ML","0.05",0.043,-0.007
"9858","ALD","N = 50","I = 0.9","R = 5","Gaussian","ML","0.1",0.087,-0.013
"9859","ALD","N = 50","I = 0.9","R = 5","Gaussian","ML","0.25",0.2302,-0.0198
"9860","ALD","N = 50","I = 0.9","R = 5","Gaussian","ML","0.5",0.4704,-0.0296
"9861","ALD","N = 50","I = 0.9","R = 5","Gaussian","ML","0.75",0.8304,0.0804
"9862","ALD","N = 50","I = 0.9","R = 5","Gaussian","ML","0.9",0.9078,0.0078
"9863","ALD","N = 50","I = 0.9","R = 5","Gaussian","ML","0.95",0.9304,-0.0196
"9864","ALD","N = 50","I = 0.9","R = 5","Gaussian","PM","0.05",0.0158,-0.0342
"9865","ALD","N = 50","I = 0.9","R = 5","Gaussian","PM","0.1",0.0402,-0.0598
"9866","ALD","N = 50","I = 0.9","R = 5","Gaussian","PM","0.25",0.1768,-0.0732
"9867","ALD","N = 50","I = 0.9","R = 5","Gaussian","PM","0.5",0.4468,-0.0532
"9868","ALD","N = 50","I = 0.9","R = 5","Gaussian","PM","0.75",0.8534,0.1034
"9869","ALD","N = 50","I = 0.9","R = 5","Gaussian","PM","0.9",0.9298,0.0298
"9870","ALD","N = 50","I = 0.9","R = 5","Gaussian","PM","0.95",0.947599999999999,-0.0024
"9871","ALD","N = 50","I = 0.9","R = 5","Gaussian","CB","0.05",0.0228,-0.0272
"9872","ALD","N = 50","I = 0.9","R = 5","Gaussian","CB","0.1",0.0624,-0.0376
"9873","ALD","N = 50","I = 0.9","R = 5","Gaussian","CB","0.25",0.2064,-0.0436
"9874","ALD","N = 50","I = 0.9","R = 5","Gaussian","CB","0.5",0.4576,-0.0424
"9875","ALD","N = 50","I = 0.9","R = 5","Gaussian","CB","0.75",0.8438,0.0938
"9876","ALD","N = 50","I = 0.9","R = 5","Gaussian","CB","0.9",0.9192,0.0192
"9877","ALD","N = 50","I = 0.9","R = 5","Gaussian","CB","0.95",0.940199999999999,-0.0098
"9878","ALD","N = 50","I = 0.9","R = 5","Gaussian","GR","0.05",0.042,-0.008
"9879","ALD","N = 50","I = 0.9","R = 5","Gaussian","GR","0.1",0.0812,-0.0188
"9880","ALD","N = 50","I = 0.9","R = 5","Gaussian","GR","0.25",0.208,-0.042
"9881","ALD","N = 50","I = 0.9","R = 5","Gaussian","GR","0.5",0.4432,-0.0568
"9882","ALD","N = 50","I = 0.9","R = 5","Gaussian","GR","0.75",0.841,0.091
"9883","ALD","N = 50","I = 0.9","R = 5","Gaussian","GR","0.9",0.9222,0.0222
"9884","ALD","N = 50","I = 0.9","R = 5","Gaussian","GR","0.95",0.942,-0.008
"9885","ALD","N = 50","I = 0.9","R = 5","T","ML","0.05",0.043,-0.007
"9886","ALD","N = 50","I = 0.9","R = 5","T","ML","0.1",0.087,-0.013
"9887","ALD","N = 50","I = 0.9","R = 5","T","ML","0.25",0.2302,-0.0198
"9888","ALD","N = 50","I = 0.9","R = 5","T","ML","0.5",0.4704,-0.0296
"9889","ALD","N = 50","I = 0.9","R = 5","T","ML","0.75",0.8304,0.0804
"9890","ALD","N = 50","I = 0.9","R = 5","T","ML","0.9",0.9078,0.0078
"9891","ALD","N = 50","I = 0.9","R = 5","T","ML","0.95",0.9304,-0.0196
"9892","ALD","N = 50","I = 0.9","R = 5","T","PM","0.05",0.0126,-0.0374
"9893","ALD","N = 50","I = 0.9","R = 5","T","PM","0.1",0.0332,-0.0668
"9894","ALD","N = 50","I = 0.9","R = 5","T","PM","0.25",0.1644,-0.0856
"9895","ALD","N = 50","I = 0.9","R = 5","T","PM","0.5",0.4458,-0.0542
"9896","ALD","N = 50","I = 0.9","R = 5","T","PM","0.75",0.8612,0.1112
"9897","ALD","N = 50","I = 0.9","R = 5","T","PM","0.9",0.931,0.031
"9898","ALD","N = 50","I = 0.9","R = 5","T","PM","0.95",0.9468,-0.0032
"9899","ALD","N = 50","I = 0.9","R = 5","T","CB","0.05",0.0186,-0.0314
"9900","ALD","N = 50","I = 0.9","R = 5","T","CB","0.1",0.0528,-0.0472
"9901","ALD","N = 50","I = 0.9","R = 5","T","CB","0.25",0.194,-0.056
"9902","ALD","N = 50","I = 0.9","R = 5","T","CB","0.5",0.4594,-0.0406
"9903","ALD","N = 50","I = 0.9","R = 5","T","CB","0.75",0.8526,0.1026
"9904","ALD","N = 50","I = 0.9","R = 5","T","CB","0.9",0.9208,0.0208
"9905","ALD","N = 50","I = 0.9","R = 5","T","CB","0.95",0.940799999999999,-0.0092
"9906","ALD","N = 50","I = 0.9","R = 5","T","GR","0.05",0.0368,-0.0132
"9907","ALD","N = 50","I = 0.9","R = 5","T","GR","0.1",0.0724,-0.0276
"9908","ALD","N = 50","I = 0.9","R = 5","T","GR","0.25",0.1988,-0.0512
"9909","ALD","N = 50","I = 0.9","R = 5","T","GR","0.5",0.4456,-0.0544
"9910","ALD","N = 50","I = 0.9","R = 5","T","GR","0.75",0.8496,0.0996
"9911","ALD","N = 50","I = 0.9","R = 5","T","GR","0.9",0.925,0.025
"9912","ALD","N = 50","I = 0.9","R = 5","T","GR","0.95",0.9418,-0.0082
"9913","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","ML","0.05",0.043,-0.007
"9914","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","ML","0.1",0.087,-0.013
"9915","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","ML","0.25",0.2302,-0.0198
"9916","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","ML","0.5",0.4704,-0.0296
"9917","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","ML","0.75",0.8304,0.0804
"9918","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","ML","0.9",0.9078,0.0078
"9919","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","ML","0.95",0.9304,-0.0196
"9920","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","PM","0.05",0.0034,-0.0466
"9921","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","PM","0.1",0.0116,-0.0884
"9922","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","PM","0.25",0.1414,-0.1086
"9923","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","PM","0.5",0.4958,-0.0042
"9924","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","PM","0.75",0.8504,0.1004
"9925","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","PM","0.9",0.9252,0.0252
"9926","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","PM","0.95",0.943,-0.007
"9927","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","CB","0.05",0.0054,-0.0446
"9928","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","CB","0.1",0.0214,-0.0786
"9929","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","CB","0.25",0.1798,-0.0702
"9930","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","CB","0.5",0.5052,0.0052
"9931","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","CB","0.75",0.8432,0.0932
"9932","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","CB","0.9",0.9156,0.0156
"9933","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","CB","0.95",0.936,-0.014
"9934","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","GR","0.05",0.0156,-0.0344
"9935","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","GR","0.1",0.0386,-0.0614
"9936","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","GR","0.25",0.1934,-0.0566
"9937","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","GR","0.5",0.4914,-0.0086
"9938","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","GR","0.75",0.8402,0.0902
"9939","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","GR","0.9",0.9172,0.0172
"9940","ALD","N = 50","I = 0.9","R = 5","DP-diffuse","GR","0.95",0.9364,-0.0136
"9941","ALD","N = 50","I = 0.9","R = 5","DP-Inform","ML","0.05",0.043,-0.007
"9942","ALD","N = 50","I = 0.9","R = 5","DP-Inform","ML","0.1",0.087,-0.013
"9943","ALD","N = 50","I = 0.9","R = 5","DP-Inform","ML","0.25",0.2302,-0.0198
"9944","ALD","N = 50","I = 0.9","R = 5","DP-Inform","ML","0.5",0.4704,-0.0296
"9945","ALD","N = 50","I = 0.9","R = 5","DP-Inform","ML","0.75",0.8304,0.0804
"9946","ALD","N = 50","I = 0.9","R = 5","DP-Inform","ML","0.9",0.9078,0.0078
"9947","ALD","N = 50","I = 0.9","R = 5","DP-Inform","ML","0.95",0.9304,-0.0196
"9948","ALD","N = 50","I = 0.9","R = 5","DP-Inform","PM","0.05",4e-04,-0.0496
"9949","ALD","N = 50","I = 0.9","R = 5","DP-Inform","PM","0.1",0.0042,-0.0958
"9950","ALD","N = 50","I = 0.9","R = 5","DP-Inform","PM","0.25",0.1152,-0.1348
"9951","ALD","N = 50","I = 0.9","R = 5","DP-Inform","PM","0.5",0.5126,0.0126
"9952","ALD","N = 50","I = 0.9","R = 5","DP-Inform","PM","0.75",0.8524,0.1024
"9953","ALD","N = 50","I = 0.9","R = 5","DP-Inform","PM","0.9",0.9246,0.0246
"9954","ALD","N = 50","I = 0.9","R = 5","DP-Inform","PM","0.95",0.9428,-0.0072
"9955","ALD","N = 50","I = 0.9","R = 5","DP-Inform","CB","0.05",0.0014,-0.0486
"9956","ALD","N = 50","I = 0.9","R = 5","DP-Inform","CB","0.1",0.0068,-0.0932
"9957","ALD","N = 50","I = 0.9","R = 5","DP-Inform","CB","0.25",0.1558,-0.0942
"9958","ALD","N = 50","I = 0.9","R = 5","DP-Inform","CB","0.5",0.5218,0.0218
"9959","ALD","N = 50","I = 0.9","R = 5","DP-Inform","CB","0.75",0.8456,0.0956
"9960","ALD","N = 50","I = 0.9","R = 5","DP-Inform","CB","0.9",0.9142,0.0142
"9961","ALD","N = 50","I = 0.9","R = 5","DP-Inform","CB","0.95",0.9366,-0.0134
"9962","ALD","N = 50","I = 0.9","R = 5","DP-Inform","GR","0.05",0.0034,-0.0466
"9963","ALD","N = 50","I = 0.9","R = 5","DP-Inform","GR","0.1",0.0164,-0.0836
"9964","ALD","N = 50","I = 0.9","R = 5","DP-Inform","GR","0.25",0.184,-0.066
"9965","ALD","N = 50","I = 0.9","R = 5","DP-Inform","GR","0.5",0.506,0.006
"9966","ALD","N = 50","I = 0.9","R = 5","DP-Inform","GR","0.75",0.8426,0.0926
"9967","ALD","N = 50","I = 0.9","R = 5","DP-Inform","GR","0.9",0.9172,0.0172
"9968","ALD","N = 50","I = 0.9","R = 5","DP-Inform","GR","0.95",0.9376,-0.0124
"9969","ALD","N = 50","I = 0.9","R = 10","Gaussian","ML","0.05",0.0472,-0.0028
"9970","ALD","N = 50","I = 0.9","R = 10","Gaussian","ML","0.1",0.0859999999999999,-0.014
"9971","ALD","N = 50","I = 0.9","R = 10","Gaussian","ML","0.25",0.2456,-0.0044
"9972","ALD","N = 50","I = 0.9","R = 10","Gaussian","ML","0.5",0.4744,-0.0256
"9973","ALD","N = 50","I = 0.9","R = 10","Gaussian","ML","0.75",0.827,0.077
"9974","ALD","N = 50","I = 0.9","R = 10","Gaussian","ML","0.9",0.915,0.015
"9975","ALD","N = 50","I = 0.9","R = 10","Gaussian","ML","0.95",0.935,-0.015
"9976","ALD","N = 50","I = 0.9","R = 10","Gaussian","PM","0.05",0.0084,-0.0416
"9977","ALD","N = 50","I = 0.9","R = 10","Gaussian","PM","0.1",0.032,-0.068
"9978","ALD","N = 50","I = 0.9","R = 10","Gaussian","PM","0.25",0.1776,-0.0724
"9979","ALD","N = 50","I = 0.9","R = 10","Gaussian","PM","0.5",0.448,-0.052
"9980","ALD","N = 50","I = 0.9","R = 10","Gaussian","PM","0.75",0.8676,0.1176
"9981","ALD","N = 50","I = 0.9","R = 10","Gaussian","PM","0.9",0.9402,0.0402
"9982","ALD","N = 50","I = 0.9","R = 10","Gaussian","PM","0.95",0.956399999999999,0.0064
"9983","ALD","N = 50","I = 0.9","R = 10","Gaussian","CB","0.05",0.0164,-0.0336
"9984","ALD","N = 50","I = 0.9","R = 10","Gaussian","CB","0.1",0.0582,-0.0418
"9985","ALD","N = 50","I = 0.9","R = 10","Gaussian","CB","0.25",0.2172,-0.0328
"9986","ALD","N = 50","I = 0.9","R = 10","Gaussian","CB","0.5",0.4602,-0.0398
"9987","ALD","N = 50","I = 0.9","R = 10","Gaussian","CB","0.75",0.853,0.103
"9988","ALD","N = 50","I = 0.9","R = 10","Gaussian","CB","0.9",0.9284,0.0284
"9989","ALD","N = 50","I = 0.9","R = 10","Gaussian","CB","0.95",0.945,-0.005
"9990","ALD","N = 50","I = 0.9","R = 10","Gaussian","GR","0.05",0.0392,-0.0108
"9991","ALD","N = 50","I = 0.9","R = 10","Gaussian","GR","0.1",0.0759999999999999,-0.024
"9992","ALD","N = 50","I = 0.9","R = 10","Gaussian","GR","0.25",0.2094,-0.0406
"9993","ALD","N = 50","I = 0.9","R = 10","Gaussian","GR","0.5",0.4452,-0.0548
"9994","ALD","N = 50","I = 0.9","R = 10","Gaussian","GR","0.75",0.846,0.096
"9995","ALD","N = 50","I = 0.9","R = 10","Gaussian","GR","0.9",0.9316,0.0316
"9996","ALD","N = 50","I = 0.9","R = 10","Gaussian","GR","0.95",0.9506,6e-04
"9997","ALD","N = 50","I = 0.9","R = 10","T","ML","0.05",0.0472,-0.0028
"9998","ALD","N = 50","I = 0.9","R = 10","T","ML","0.1",0.0859999999999999,-0.014
"9999","ALD","N = 50","I = 0.9","R = 10","T","ML","0.25",0.2456,-0.0044
"10000","ALD","N = 50","I = 0.9","R = 10","T","ML","0.5",0.4744,-0.0256
"10001","ALD","N = 50","I = 0.9","R = 10","T","ML","0.75",0.827,0.077
"10002","ALD","N = 50","I = 0.9","R = 10","T","ML","0.9",0.915,0.015
"10003","ALD","N = 50","I = 0.9","R = 10","T","ML","0.95",0.935,-0.015
"10004","ALD","N = 50","I = 0.9","R = 10","T","PM","0.05",0.0068,-0.0432
"10005","ALD","N = 50","I = 0.9","R = 10","T","PM","0.1",0.024,-0.076
"10006","ALD","N = 50","I = 0.9","R = 10","T","PM","0.25",0.1666,-0.0834
"10007","ALD","N = 50","I = 0.9","R = 10","T","PM","0.5",0.451,-0.049
"10008","ALD","N = 50","I = 0.9","R = 10","T","PM","0.75",0.8764,0.1264
"10009","ALD","N = 50","I = 0.9","R = 10","T","PM","0.9",0.9418,0.0418
"10010","ALD","N = 50","I = 0.9","R = 10","T","PM","0.95",0.955999999999999,0.006
"10011","ALD","N = 50","I = 0.9","R = 10","T","CB","0.05",0.0122,-0.0378
"10012","ALD","N = 50","I = 0.9","R = 10","T","CB","0.1",0.0488,-0.0512
"10013","ALD","N = 50","I = 0.9","R = 10","T","CB","0.25",0.2052,-0.0448
"10014","ALD","N = 50","I = 0.9","R = 10","T","CB","0.5",0.4632,-0.0368
